ID,Date,Open_SP500,High_SP500,Low_SP500,Close_SP500,Open_Gold,High_Gold,Low_Gold,Close_Gold,Open_EURUSD,High_EURUSD,Low_EURUSD,Close_EURUSD,Day,Weekday,Is_weekend,Is_holiday,Week_of_month,Week_of_year,Month,Quarter,Year
1533,2016-06-13,2091.75,2098.12,2078.46,2079.06,1278.3,1290.3,1275.2,1286.9,1.1252,1.1304,1.1233,1.1294,13,2,0,0,3,25,6,2,2016
1534,2016-06-14,2076.65,2081.3,2064.1,2075.32,1286.2,1293.0,1278.6,1288.1,1.1293,1.13,1.119,1.1207,14,3,0,0,3,25,6,2,2016
1535,2016-06-15,2077.6,2085.65,2069.8,2071.5,1288.1,1300.0,1281.3,1288.3,1.1208,1.13,1.119,1.1259,15,4,0,0,3,25,6,2,2016
1536,2016-06-16,2066.36,2079.62,2050.37,2077.99,1295.0,1318.9,1280.1,1298.4,1.126,1.1297,1.1131,1.1226,16,5,0,0,3,25,6,2,2016
1537,2016-06-17,2078.2,2078.2,2062.84,2071.22,1282.4,1302.7,1278.8,1294.8,1.1227,1.1297,1.1223,1.1277,17,6,0,0,3,25,6,2,2016
1538,2016-06-18,,,,,,,,,,,,,18,7,1,0,3,25,6,2,2016
1539,2016-06-19,,,,,,,,,,,,,19,1,1,0,4,26,6,2,2016
1540,2016-06-20,2075.58,2100.66,2075.58,2083.25,1293.0,1296.8,1280.8,1292.1,1.1277,1.1384,1.1277,1.1312,20,2,0,0,4,26,6,2,2016
1541,2016-06-21,2085.19,2093.66,2083.02,2088.9,1292.5,1297.4,1267.1,1272.5,1.1314,1.1352,1.1242,1.1243,21,3,0,0,4,26,6,2,2016
1542,2016-06-22,2089.75,2099.71,2084.36,2085.45,1271.4,1273.5,1263.8,1270.0,1.1242,1.1339,1.1238,1.1297,22,4,0,0,4,26,6,2,2016
1543,2016-06-23,2092.8,2113.32,2092.8,2113.32,1268.1,1274.9,1256.9,1263.1,1.1299,1.1421,1.1297,1.1385,23,5,0,0,4,26,6,2,2016
1544,2016-06-24,2103.81,2103.81,2032.57,2037.41,1254.3,1362.6,1252.8,1322.4,1.1386,1.1426,1.0914,1.1117,24,6,0,0,4,26,6,2,2016
1545,2016-06-25,,,,,,,,,,,,,25,7,1,0,4,26,6,2,2016
1546,2016-06-26,,,,,,,,,,,,,26,1,1,0,5,27,6,2,2016
1547,2016-06-27,2031.45,2031.45,1991.68,2000.54,1322.3,1340.0,1320.8,1324.7,1.1117,1.1117,1.0974,1.1027,27,2,0,0,5,27,6,2,2016
1548,2016-06-28,2006.67,2036.09,2006.67,2036.09,1328.3,1329.5,1308.2,1317.9,1.1026,1.1113,1.1012,1.1067,28,3,0,0,5,27,6,2,2016
1549,2016-06-29,2042.69,2073.13,2042.69,2070.77,1313.9,1331.0,1313.3,1326.9,1.1066,1.1131,1.105,1.1125,29,4,0,0,5,27,6,2,2016
1550,2016-06-30,2073.17,2098.94,2070.0,2098.86,1321.0,1326.5,1315.3,1320.6,1.1126,1.1156,1.1027,1.1108,30,5,0,0,5,27,6,2,2016
1551,2016-07-01,2099.34,2108.71,2097.9,2102.95,1324.8,1347.0,1323.1,1339.0,1.1107,1.1168,1.1073,1.114,1,6,0,0,1,27,7,3,2016
1552,2016-07-02,,,,,,,,,,,,,2,7,1,0,1,27,7,3,2016
1553,2016-07-03,,,,,,,,,,,,,3,1,1,0,2,28,7,3,2016
1554,2016-07-04,,,,,,,,,1.114,1.1164,1.1099,1.1156,4,2,0,1,2,28,7,3,2016
1555,2016-07-05,2095.05,2095.05,2080.86,2088.55,1350.8,1360.3,1338.5,1358.7,1.1157,1.1186,1.1063,1.1076,5,3,0,0,2,28,7,3,2016
1556,2016-07-06,2084.43,2100.72,2074.02,2099.73,1358.0,1377.5,1356.3,1367.1,1.1078,1.1114,1.103,1.1101,6,4,0,0,2,28,7,3,2016
1557,2016-07-07,2100.42,2109.08,2089.39,2097.9,1365.7,1372.9,1352.0,1362.1,1.1102,1.1109,1.1053,1.1063,7,5,0,0,2,28,7,3,2016
1558,2016-07-08,2106.97,2131.71,2106.97,2129.9,1361.0,1371.8,1336.3,1358.4,1.1065,1.1111,1.1005,1.1052,8,6,0,0,2,28,7,3,2016
1559,2016-07-09,,,,,,,,,,,,,9,7,1,0,2,28,7,3,2016
1560,2016-07-10,,,,,,,,,,,,,10,1,1,0,3,29,7,3,2016
1561,2016-07-11,2131.72,2143.16,2131.72,2137.16,1368.9,1376.5,1351.8,1356.6,1.1052,1.1076,1.1017,1.1059,11,2,0,0,3,29,7,3,2016
1562,2016-07-12,2139.5,2155.4,2139.5,2152.14,1356.3,1358.9,1331.0,1335.3,1.106,1.1127,1.1053,1.1061,12,3,0,0,3,29,7,3,2016
1563,2016-07-13,2153.81,2156.45,2146.21,2152.43,1334.0,1346.3,1328.1,1343.6,1.1062,1.1121,1.1043,1.1091,13,4,0,0,3,29,7,3,2016
1564,2016-07-14,2157.88,2168.99,2157.88,2163.75,1344.5,1348.0,1320.4,1332.2,1.1092,1.1168,1.1088,1.1121,14,5,0,0,3,29,7,3,2016
1565,2016-07-15,2165.13,2169.05,2155.79,2161.74,1336.4,1339.5,1322.6,1327.4,1.112,1.1151,1.1026,1.1037,15,6,0,0,3,29,7,3,2016
1566,2016-07-16,,,,,,,,,,,,,16,7,1,0,3,29,7,3,2016
1567,2016-07-17,,,,,,,,,,,,,17,1,1,0,4,30,7,3,2016
1568,2016-07-18,2162.04,2168.35,2159.63,2166.89,1333.4,1336.0,1323.5,1329.3,1.1037,1.1085,1.1037,1.1076,18,2,0,0,4,30,7,3,2016
1569,2016-07-19,2163.79,2164.63,2159.01,2163.78,1329.1,1335.5,1325.8,1332.3,1.1075,1.1086,1.1001,1.1022,19,3,0,0,4,30,7,3,2016
1570,2016-07-20,2166.1,2175.63,2164.89,2173.02,1332.2,1338.8,1312.5,1319.3,1.1023,1.1032,1.0982,1.1016,20,4,0,0,4,30,7,3,2016
1571,2016-07-21,2172.91,2174.56,2159.75,2165.17,1316.2,1334.0,1310.7,1331.0,1.1017,1.1061,1.0981,1.1028,21,5,0,0,4,30,7,3,2016
1572,2016-07-22,2166.47,2175.11,2163.24,2175.03,1331.4,1334.0,1319.4,1323.4,1.1027,1.1042,1.0955,1.098,22,6,0,0,4,30,7,3,2016
1573,2016-07-23,,,,,,,,,,,,,23,7,1,0,4,30,7,3,2016
1574,2016-07-24,,,,,,,,,,,,,24,1,1,0,5,31,7,3,2016
1575,2016-07-25,2173.71,2173.71,2161.95,2168.48,1322.7,1323.4,1311.1,1319.5,1.098,1.1,1.0953,1.0996,25,2,0,0,5,31,7,3,2016
1576,2016-07-26,2168.97,2173.54,2160.18,2169.18,1315.5,1324.4,1313.6,1320.8,1.0995,1.1029,1.0979,1.0987,26,3,0,0,5,31,7,3,2016
1577,2016-07-27,2169.81,2174.98,2159.07,2166.58,1319.9,1342.3,1315.6,1326.7,1.0988,1.1066,1.0966,1.106,27,4,0,0,5,31,7,3,2016
1578,2016-07-28,2166.05,2172.85,2159.74,2170.06,1339.5,1344.3,1330.1,1332.3,1.1058,1.1121,1.1052,1.1078,28,5,0,0,5,31,7,3,2016
1579,2016-07-29,2168.83,2177.09,2163.49,2173.6,1342.7,1362.0,1335.0,1357.5,1.1077,1.1198,1.1074,1.1176,29,6,0,0,5,31,7,3,2016
1580,2016-07-30,,,,,,,,,,,,,30,7,1,0,5,31,7,3,2016
1581,2016-07-31,,,,,,,,,,,,,31,1,1,0,6,32,7,3,2016
1582,2016-08-01,2173.15,2178.29,2166.21,2170.84,1357.2,1361.9,1353.2,1359.6,1.1176,1.1183,1.1156,1.1164,1,2,0,0,1,32,8,3,2016
1583,2016-08-02,2169.94,2170.2,2147.58,2157.03,1360.6,1374.2,1353.7,1372.6,1.1165,1.1235,1.1159,1.1225,2,3,0,0,1,32,8,3,2016
1584,2016-08-03,2156.81,2163.79,2152.56,2163.79,1370.5,1373.4,1360.6,1364.7,1.1227,1.123,1.1141,1.115,3,4,0,0,1,32,8,3,2016
1585,2016-08-04,2163.51,2168.19,2159.07,2164.25,1364.7,1371.4,1355.1,1367.4,1.1135,1.1158,1.1115,1.1131,4,5,0,0,1,32,8,3,2016
1586,2016-08-05,2168.79,2182.87,2168.79,2182.87,1367.2,1371.0,1340.4,1344.4,1.113,1.1163,1.1047,1.1088,5,6,0,0,1,32,8,3,2016
1587,2016-08-06,,,,,,,,,,,,,6,7,1,0,1,32,8,3,2016
1588,2016-08-07,,,,,,,,,,,,,7,1,1,0,2,33,8,3,2016
1589,2016-08-08,2183.76,2185.44,2177.85,2180.89,1341.2,1343.9,1335.3,1341.3,1.1088,1.1107,1.1073,1.1089,8,2,0,0,2,33,8,3,2016
1590,2016-08-09,2182.24,2187.66,2178.61,2181.74,1341.2,1348.5,1336.0,1346.7,1.109,1.1123,1.1071,1.1118,9,3,0,0,2,33,8,3,2016
1591,2016-08-10,2182.81,2183.41,2172.0,2175.49,1347.0,1363.6,1345.7,1351.9,1.1119,1.1192,1.1112,1.1178,10,4,0,0,2,33,8,3,2016
1592,2016-08-11,2177.97,2188.45,2177.97,2185.79,1353.2,1359.4,1341.4,1350.0,1.1179,1.1192,1.1136,1.1139,11,5,0,0,2,33,8,3,2016
1593,2016-08-12,2183.74,2186.28,2179.42,2184.05,1344.7,1362.5,1338.3,1343.2,1.1138,1.1222,1.1131,1.1163,12,6,0,0,2,33,8,3,2016
1594,2016-08-13,,,,,,,,,,,,,13,7,1,0,2,33,8,3,2016
1595,2016-08-14,,,,,,,,,,,,,14,1,1,0,3,34,8,3,2016
1596,2016-08-15,2186.08,2193.81,2186.08,2190.15,1343.6,1349.1,1340.9,1347.5,1.1163,1.1205,1.1155,1.1185,15,2,0,0,3,34,8,3,2016
1597,2016-08-16,2186.24,2186.24,2178.14,2178.15,1345.2,1364.3,1344.8,1356.9,1.1186,1.1324,1.1178,1.1279,16,3,0,0,3,34,8,3,2016
1598,2016-08-17,2177.84,2183.08,2168.5,2182.22,1351.3,1356.8,1340.5,1348.8,1.128,1.1317,1.1243,1.129,17,4,0,0,3,34,8,3,2016
1599,2016-08-18,2181.9,2187.03,2180.46,2187.02,1353.8,1361.5,1351.2,1357.2,1.1291,1.1368,1.1287,1.1354,18,5,0,0,3,34,8,3,2016
1600,2016-08-19,2184.24,2185.0,2175.13,2183.87,1357.1,1357.9,1342.0,1346.2,1.1353,1.1361,1.1305,1.1326,19,6,0,0,3,34,8,3,2016
1601,2016-08-20,,,,,,,,,,,,,20,7,1,0,3,34,8,3,2016
1602,2016-08-21,,,,,,,,,,,,,21,1,1,0,4,35,8,3,2016
1603,2016-08-22,2181.58,2185.15,2175.96,2182.64,1345.0,1345.7,1335.4,1343.4,1.1326,1.1332,1.1272,1.132,22,2,0,0,4,35,8,3,2016
1604,2016-08-23,2187.81,2193.42,2186.8,2186.9,1343.6,1348.8,1338.9,1346.1,1.1321,1.1357,1.1304,1.1307,23,3,0,0,4,35,8,3,2016
1605,2016-08-24,2185.09,2186.66,2171.25,2175.44,1342.2,1344.1,1327.0,1329.7,1.1306,1.1313,1.1246,1.1266,24,4,0,0,4,35,8,3,2016
1606,2016-08-25,2173.29,2179.0,2169.74,2172.47,1327.4,1330.2,1321.0,1324.6,1.1264,1.1299,1.126,1.1286,25,5,0,0,4,35,8,3,2016
1607,2016-08-26,2175.1,2187.94,2160.39,2169.04,1324.8,1346.0,1321.2,1325.9,1.1287,1.134,1.1182,1.1197,26,6,0,0,4,35,8,3,2016
1608,2016-08-27,,,,,,,,,,,,,27,7,1,0,4,35,8,3,2016
1609,2016-08-28,,,,,,,,,,,,,28,1,1,0,5,36,8,3,2016
1610,2016-08-29,2170.19,2183.48,2170.19,2180.38,1323.8,1328.5,1317.2,1327.1,1.1197,1.121,1.1159,1.1191,29,2,0,0,5,36,8,3,2016
1611,2016-08-30,2179.45,2182.27,2170.41,2176.12,1327.0,1328.9,1312.0,1316.5,1.119,1.1194,1.1132,1.1144,30,3,0,0,5,36,8,3,2016
1612,2016-08-31,2173.56,2173.79,2161.35,2170.95,1314.7,1319.2,1306.9,1311.4,1.1143,1.1167,1.1125,1.1159,31,4,0,0,5,36,8,3,2016
1613,2016-09-01,2171.33,2173.56,2157.09,2170.86,1311.7,1318.6,1305.5,1317.1,1.116,1.1207,1.1128,1.1198,1,5,0,0,1,36,9,3,2016
1614,2016-09-02,2177.49,2184.87,2173.59,2179.98,1318.0,1334.0,1307.4,1326.7,1.1197,1.1251,1.1151,1.1156,2,6,0,0,1,36,9,3,2016
1615,2016-09-03,,,,,,,,,,,,,3,7,1,0,1,36,9,3,2016
1616,2016-09-04,,,,,,,,,,,,,4,1,1,0,2,37,9,3,2016
1617,2016-09-05,,,,,,,,,1.1156,1.1185,1.1141,1.1148,5,2,0,1,2,37,9,3,2016
1618,2016-09-06,2181.61,2186.57,2175.1,2186.48,1330.8,1357.2,1325.5,1354.0,1.1147,1.1264,1.1142,1.1255,6,3,0,0,2,37,9,3,2016
1619,2016-09-07,2185.17,2187.87,2179.07,2186.16,1353.5,1357.6,1346.9,1349.2,1.1256,1.127,1.1229,1.124,7,4,0,0,2,37,9,3,2016
1620,2016-09-08,2182.76,2184.94,2177.49,2181.3,1349.1,1353.9,1339.1,1341.6,1.1239,1.1328,1.1236,1.1262,8,5,0,0,2,37,9,3,2016
1621,2016-09-09,2169.08,2169.08,2127.81,2127.81,1341.6,1343.6,1331.2,1334.5,1.1261,1.1287,1.1199,1.1234,9,6,0,0,2,37,9,3,2016
1622,2016-09-10,,,,,,,,,,,,,10,7,1,0,2,37,9,3,2016
1623,2016-09-11,,,,,,,,,,,,,11,1,1,0,3,38,9,3,2016
1624,2016-09-12,2120.86,2163.3,2119.12,2159.04,1332.0,1333.8,1323.3,1325.6,1.1234,1.1269,1.1212,1.1237,12,2,0,0,3,38,9,3,2016
1625,2016-09-13,2150.47,2150.47,2120.27,2127.02,1331.7,1335.9,1318.8,1323.7,1.1236,1.1261,1.1205,1.1221,13,3,0,0,3,38,9,3,2016
1626,2016-09-14,2127.86,2141.33,2119.9,2125.77,1322.6,1329.8,1316.6,1326.1,1.122,1.1275,1.1213,1.1251,14,4,0,0,3,38,9,3,2016
1627,2016-09-15,2125.36,2151.31,2122.36,2147.26,1325.8,1332.5,1312.1,1318.0,1.1252,1.1284,1.122,1.1244,15,5,0,0,3,38,9,3,2016
1628,2016-09-16,2146.48,2146.48,2131.2,2139.16,1318.3,1321.5,1309.2,1310.2,1.1245,1.1252,1.115,1.1157,16,6,0,0,3,38,9,3,2016
1629,2016-09-17,,,,,,,,,,,,,17,7,1,0,3,38,9,3,2016
1630,2016-09-18,,,,,,,,,,,,,18,1,1,0,4,39,9,3,2016
1631,2016-09-19,2143.99,2153.61,2135.91,2139.12,1313.2,1321.8,1312.6,1317.8,1.1157,1.1199,1.1153,1.1176,19,2,0,0,4,39,9,3,2016
1632,2016-09-20,2145.94,2150.8,2139.17,2139.76,1316.3,1321.1,1315.2,1318.2,1.1177,1.1215,1.115,1.1152,20,3,0,0,4,39,9,3,2016
1633,2016-09-21,2144.58,2165.11,2139.57,2163.12,1318.0,1341.3,1310.9,1331.4,1.115,1.1204,1.1122,1.1185,21,4,0,0,4,39,9,3,2016
1634,2016-09-22,2170.94,2179.99,2170.94,2177.18,1338.9,1347.8,1335.1,1344.7,1.1191,1.1259,1.1154,1.1209,22,5,0,0,4,39,9,3,2016
1635,2016-09-23,2173.29,2173.75,2163.97,2164.69,1340.3,1344.5,1337.4,1341.7,1.121,1.1242,1.1193,1.1228,23,6,0,0,4,39,9,3,2016
1636,2016-09-24,,,,,,,,,,,,,24,7,1,0,4,39,9,3,2016
1637,2016-09-25,,,,,,,,,,,,,25,1,1,0,5,40,9,3,2016
1638,2016-09-26,2158.54,2158.54,2145.04,2146.1,1340.8,1346.1,1336.5,1344.1,1.1228,1.128,1.1221,1.1255,26,2,0,0,5,40,9,3,2016
1639,2016-09-27,2146.04,2161.13,2141.55,2159.93,1342.0,1343.5,1327.7,1330.4,1.1256,1.126,1.1192,1.1215,27,3,0,0,5,40,9,3,2016
1640,2016-09-28,2161.85,2172.4,2151.79,2171.37,1330.1,1331.1,1321.1,1323.7,1.1214,1.1238,1.1183,1.1219,28,4,0,0,5,40,9,3,2016
1641,2016-09-29,2168.9,2172.67,2145.2,2151.13,1325.0,1329.4,1318.6,1326.0,1.1217,1.1251,1.1198,1.1223,29,5,0,0,5,40,9,3,2016
1642,2016-09-30,2156.51,2175.3,2156.51,2168.27,1323.6,1331.5,1316.0,1317.1,1.1224,1.1251,1.1154,1.124,30,6,0,0,5,40,9,3,2016
1643,2016-10-01,,,,,,,,,,,,,1,7,1,0,1,40,10,4,2016
1644,2016-10-02,,,,,,,,,,,,,2,1,1,0,2,41,10,4,2016
1645,2016-10-03,2164.33,2164.41,2154.77,2161.2,1321.0,1322.6,1311.8,1312.7,1.124,1.1243,1.1206,1.1213,3,2,0,0,2,41,10,4,2016
1646,2016-10-04,2163.37,2165.46,2144.01,2150.49,1315.0,1315.4,1269.0,1269.7,1.1211,1.1239,1.1139,1.1205,4,3,0,0,2,41,10,4,2016
1647,2016-10-05,2155.15,2163.95,2155.15,2159.73,1270.5,1279.4,1264.1,1268.6,1.1204,1.1235,1.1191,1.1205,5,4,0,0,2,41,10,4,2016
1648,2016-10-06,2158.22,2162.93,2150.28,2160.77,1269.7,1271.6,1251.8,1253.0,1.1206,1.1212,1.1141,1.1152,6,5,0,0,2,41,10,4,2016
1649,2016-10-07,2164.19,2165.86,2144.85,2153.74,1256.8,1267.6,1243.2,1251.9,1.115,1.1209,1.1105,1.1203,7,6,0,0,2,41,10,4,2016
1650,2016-10-08,,,,,,,,,,,,,8,7,1,0,2,41,10,4,2016
1651,2016-10-09,,,,,,,,,,,,,9,1,1,0,3,42,10,4,2016
1652,2016-10-10,2160.39,2169.6,2160.39,2163.66,1258.5,1266.8,1258.5,1260.4,1.1203,1.1203,1.1132,1.114,10,2,0,1,3,42,10,4,2016
1653,2016-10-11,2161.35,2161.56,2128.84,2136.73,1261.7,1264.0,1254.3,1255.9,1.1139,1.1144,1.1049,1.1055,11,3,0,0,3,42,10,4,2016
1654,2016-10-12,2137.67,2145.36,2132.77,2139.18,1254.5,1260.5,1251.2,1253.8,1.1054,1.1065,1.1005,1.1008,12,4,0,0,3,42,10,4,2016
1655,2016-10-13,2130.26,2138.19,2114.74,2132.55,1257.1,1263.9,1254.7,1257.6,1.1009,1.106,1.0986,1.1059,13,5,0,0,3,42,10,4,2016
1656,2016-10-14,2139.68,2149.19,2132.98,2132.98,1259.5,1260.7,1246.9,1255.5,1.1057,1.106,1.0971,1.0972,14,6,0,0,3,42,10,4,2016
1657,2016-10-15,,,,,,,,,,,,,15,7,1,0,3,42,10,4,2016
1658,2016-10-16,,,,,,,,,,,,,16,1,1,0,4,43,10,4,2016
1659,2016-10-17,2132.95,2135.61,2124.43,2126.5,1252.9,1258.2,1251.1,1256.6,1.0972,1.101,1.0964,1.1002,17,2,0,0,4,43,10,4,2016
1660,2016-10-18,2138.31,2144.38,2135.49,2139.6,1256.0,1265.6,1255.9,1262.9,1.1001,1.1028,1.0971,1.0981,18,3,0,0,4,43,10,4,2016
1661,2016-10-19,2140.81,2148.44,2138.15,2144.29,1263.9,1274.4,1261.1,1269.9,1.0982,1.1006,1.0955,1.0975,19,4,0,0,4,43,10,4,2016
1662,2016-10-20,2142.51,2147.18,2133.44,2141.34,1270.6,1275.9,1265.5,1267.5,1.0974,1.1039,1.0916,1.093,20,5,0,0,4,43,10,4,2016
1663,2016-10-21,2139.43,2142.63,2130.09,2141.16,1266.5,1268.8,1261.7,1267.7,1.0929,1.0932,1.086,1.0884,21,6,0,0,4,43,10,4,2016
1664,2016-10-22,,,,,,,,,,,,,22,7,1,0,4,43,10,4,2016
1665,2016-10-23,,,,,,,,,,,,,23,1,1,0,5,44,10,4,2016
1666,2016-10-24,2148.5,2154.79,2146.91,2151.33,1266.9,1272.8,1260.1,1263.7,1.0884,1.0901,1.086,1.0881,24,2,0,0,5,44,10,4,2016
1667,2016-10-25,2149.72,2151.44,2141.93,2143.16,1265.2,1277.5,1262.4,1273.6,1.0882,1.0906,1.0851,1.0889,25,3,0,0,5,44,10,4,2016
1668,2016-10-26,2136.97,2145.73,2131.59,2139.43,1274.0,1277.2,1265.1,1266.6,1.0888,1.0947,1.0875,1.091,26,4,0,0,5,44,10,4,2016
1669,2016-10-27,2144.06,2147.13,2132.52,2133.04,1267.2,1273.7,1265.2,1269.5,1.0909,1.0943,1.0883,1.0898,27,5,0,0,5,44,10,4,2016
1670,2016-10-28,2132.23,2140.72,2119.36,2126.41,1269.2,1285.4,1262.0,1276.8,1.0902,1.0993,1.0894,1.0987,28,6,0,0,5,44,10,4,2016
1671,2016-10-29,,,,,,,,,,,,,29,7,1,0,5,44,10,4,2016
1672,2016-10-30,,,,,,,,,,,,,30,1,1,0,6,45,10,4,2016
1673,2016-10-31,2129.78,2133.25,2125.53,2126.15,1278.3,1280.5,1271.9,1273.1,1.0987,1.0987,1.0937,1.0981,31,2,0,0,6,45,10,4,2016
1674,2016-11-01,2128.68,2131.45,2097.85,2111.72,1277.8,1292.9,1276.3,1288.0,1.0983,1.1071,1.096,1.1057,1,3,0,0,1,45,11,4,2016
1675,2016-11-02,2109.43,2111.76,2094.0,2097.94,1289.0,1309.3,1288.4,1308.2,1.1056,1.1125,1.105,1.11,2,4,0,0,1,45,11,4,2016
1676,2016-11-03,2098.8,2102.56,2085.23,2088.66,1298.1,1308.0,1286.2,1303.3,1.1098,1.1127,1.106,1.1107,3,5,0,0,1,45,11,4,2016
1677,2016-11-04,2083.79,2099.07,2083.79,2085.18,1303.2,1308.3,1295.7,1304.5,1.1106,1.1147,1.1081,1.1141,4,6,0,0,1,45,11,4,2016
1678,2016-11-05,,,,,,,,,,,,,5,7,1,0,1,45,11,4,2016
1679,2016-11-06,,,,,,,,,,,,,6,1,1,0,2,46,11,4,2016
1680,2016-11-07,2100.59,2132.0,2100.59,2131.52,1294.5,1296.5,1278.6,1279.4,1.1141,1.1141,1.1029,1.104,7,2,0,0,2,46,11,4,2016
1681,2016-11-08,2129.92,2146.87,2123.56,2139.56,1282.2,1291.5,1273.3,1274.5,1.1041,1.1069,1.1009,1.1025,8,3,0,0,2,46,11,4,2016
1682,2016-11-09,2131.56,2170.1,2125.35,2163.26,1276.8,1338.3,1268.1,1273.5,1.1028,1.1301,1.0907,1.0911,9,4,0,0,2,46,11,4,2016
1683,2016-11-10,2167.49,2182.3,2151.17,2167.48,1278.4,1292.5,1251.9,1266.4,1.091,1.0955,1.0866,1.0893,10,5,0,0,2,46,11,4,2016
1684,2016-11-11,2162.71,2165.92,2152.49,2164.45,1258.7,1265.0,1218.7,1224.3,1.0894,1.0924,1.0831,1.0857,11,6,0,1,2,46,11,4,2016
1685,2016-11-12,,,,,,,,,,,,,12,7,1,0,2,46,11,4,2016
1686,2016-11-13,,,,,,,,,,,,,13,1,1,0,3,47,11,4,2016
1687,2016-11-14,2165.64,2171.36,2156.08,2164.2,1227.7,1230.9,1211.0,1221.7,1.0857,1.0857,1.071,1.0737,14,2,0,0,3,47,11,4,2016
1688,2016-11-15,2168.29,2180.84,2166.38,2180.39,1221.8,1231.4,1218.6,1224.5,1.0738,1.0817,1.0714,1.0723,15,3,0,0,3,47,11,4,2016
1689,2016-11-16,2177.53,2179.22,2172.2,2176.94,1228.0,1233.1,1221.0,1223.9,1.0721,1.0761,1.0667,1.0691,16,4,0,0,3,47,11,4,2016
1690,2016-11-17,2178.61,2188.06,2176.65,2187.12,1224.8,1231.1,1210.5,1216.9,1.0692,1.0746,1.0621,1.0627,17,5,0,0,3,47,11,4,2016
1691,2016-11-18,2186.85,2189.89,2180.38,2181.9,1216.0,1217.5,1201.3,1208.7,1.0628,1.0644,1.057,1.0591,18,6,0,0,3,47,11,4,2016
1692,2016-11-19,,,,,,,,,,,,,19,7,1,0,3,47,11,4,2016
1693,2016-11-20,,,,,,,,,,,,,20,1,1,0,4,48,11,4,2016
1694,2016-11-21,2186.43,2198.7,2186.43,2198.18,1207.3,1217.8,1205.4,1209.8,1.0591,1.0651,1.0589,1.063,21,2,0,0,4,48,11,4,2016
1695,2016-11-22,2201.56,2204.8,2194.51,2202.94,1213.5,1220.9,1205.6,1211.2,1.0632,1.0659,1.0585,1.0627,22,3,0,0,4,48,11,4,2016
1696,2016-11-23,2198.55,2204.72,2194.51,2204.72,1212.6,1214.7,1181.2,1189.3,1.0626,1.0645,1.0527,1.0553,23,4,0,0,4,48,11,4,2016
1697,2016-11-24,,,,,,,,,1.0555,1.0586,1.052,1.0554,24,5,0,1,4,48,11,4,2016
1698,2016-11-25,2206.27,2213.35,2206.27,2213.35,1180.9,1192.7,1170.3,1178.4,1.0555,1.0629,1.0539,1.0591,25,6,0,1,4,48,11,4,2016
1699,2016-11-26,,,,,,,,,,,,,26,7,1,0,4,48,11,4,2016
1700,2016-11-27,,,,,,,,,,,,,27,1,1,0,5,49,11,4,2016
1701,2016-11-28,2210.21,2211.14,2200.36,2201.72,1184.4,1197.2,1182.4,1190.8,1.0591,1.0686,1.0564,1.0613,28,2,0,0,5,49,11,4,2016
1702,2016-11-29,2200.76,2210.46,2198.15,2204.66,1193.2,1194.8,1179.3,1187.9,1.0609,1.0656,1.0566,1.0651,29,3,0,0,5,49,11,4,2016
1703,2016-11-30,2204.97,2214.1,2198.81,2198.81,1190.7,1196.8,1171.3,1173.9,1.065,1.0668,1.0555,1.059,30,4,0,0,5,49,11,4,2016
1704,2016-12-01,2200.17,2202.6,2187.44,2191.08,1175.1,1178.4,1162.2,1169.4,1.0592,1.067,1.0585,1.0662,1,5,0,0,1,49,12,4,2016
1705,2016-12-02,2191.12,2197.95,2188.37,2191.95,1174.3,1180.3,1168.4,1177.8,1.0663,1.0691,1.0626,1.0668,2,6,0,0,1,49,12,4,2016
1706,2016-12-03,,,,,,,,,,,,,3,7,1,0,1,49,12,4,2016
1707,2016-12-04,,,,,,,,,,,,,4,1,1,0,2,50,12,4,2016
1708,2016-12-05,2200.65,2209.42,2199.97,2204.71,1182.6,1190.2,1158.6,1176.5,1.0668,1.0797,1.0539,1.0765,5,2,0,0,2,50,12,4,2016
1709,2016-12-06,2207.26,2212.78,2202.21,2212.23,1172.8,1177.1,1168.1,1170.1,1.0766,1.0786,1.07,1.0718,6,3,0,0,2,50,12,4,2016
1710,2016-12-07,2210.72,2241.63,2208.93,2241.35,1171.4,1182.3,1167.2,1177.5,1.0723,1.0769,1.0712,1.0755,7,4,0,0,2,50,12,4,2016
1711,2016-12-08,2241.13,2251.69,2237.57,2246.19,1176.1,1180.7,1170.9,1172.4,1.0754,1.0872,1.0598,1.0617,8,5,0,0,2,50,12,4,2016
1712,2016-12-09,2249.73,2259.8,2249.23,2259.53,1172.5,1173.8,1157.6,1161.9,1.0613,1.0631,1.0532,1.0563,9,6,0,0,2,50,12,4,2016
1713,2016-12-10,,,,,,,,,,,,,10,7,1,0,2,50,12,4,2016
1714,2016-12-11,,,,,,,,,,,,,11,1,1,0,3,51,12,4,2016
1715,2016-12-12,2258.83,2264.03,2252.37,2256.96,1161.4,1167.9,1152.5,1165.8,1.0563,1.0653,1.0533,1.0636,12,2,0,0,3,51,12,4,2016
1716,2016-12-13,2263.32,2277.53,2263.32,2271.72,1164.5,1167.0,1156.3,1159.0,1.0637,1.0668,1.0604,1.0628,13,3,0,0,3,51,12,4,2016
1717,2016-12-14,2268.35,2276.2,2248.44,2253.28,1159.8,1168.0,1140.0,1163.7,1.0619,1.0671,1.0498,1.0537,14,4,0,0,3,51,12,4,2016
